Unnamed: 0,city,actual_latitude,alt_latitude,initial_answer,gt_answer,logprob_a,logprob_b,logits_a,logits_b,confidence_a,confidence_b,predicted_label,initial_binary_correctness,other_llm_answer,other_llm_answer_type,second_answer,change_of_mind,second_turn_predicted_label,second_turn_binary_correctness,second_turn_confidence_a,second_turn_confidence_b,final_answer,final_logprob_a,final_logprob_b,final_logits_a,final_logits_b,other_llm_accuracy,initial_answer_display
27672,Madhurāpur,25.9,13.0,b,b,-2.609375,-0.11083984375,26.375,28.875,0.31917277,0.6808272,1,1,b,Same,b,0,1,1,0.05321219,0.9467878,b,-9.8125,-0.283203125,21.5,31.0,90,hidden
27673,Nanterre,48.9,24.4,a,a,-1.34375,-8.9375,27.5,19.875,0.90975153,0.09024841,0,1,a,Same,a,0,0,1,0.95223075,0.047769308,a,-0.158203125,-10.0625,29.375,19.5,90,hidden
27674,Pānāpur Langa,25.7,12.9,<,a,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,a,1,0,1,0.8999771,0.100022964,a,-0.08251953125,-7.34375,30.0,22.75,90,hidden
27675,Bacobampo,27.0,13.5,a,b,-2.53125,-6.15625,27.25,23.625,0.74997616,0.25002387,0,0,a,Same,a,0,0,0,0.96427256,0.035727475,a,-0.25390625,-11.125,31.0,20.125,90,hidden
27676,Charaut,26.5,39.8,a,b,-0.283203125,-2.28125,27.25,25.25,0.64704174,0.35295826,0,0,a,Same,a,0,0,0,0.9667926,0.03320737,a,-0.0458984375,-11.1875,31.875,20.75,90,hidden
27677,Panapākkam,12.9,6.5,b,a,-0.10400390625,-2.734375,27.375,24.75,0.6890014,0.31099856,1,0,b,Same,b,0,1,0,0.068265945,0.9317341,b,-8.875,-0.25390625,22.125,30.75,90,hidden
27678,Boksburg,-26.2,-13.1,a,a,-0.023193359375,-6.15625,27.75,21.625,0.8648371,0.13516289,0,1,a,Same,a,0,0,1,0.96156883,0.03843118,a,-0.060546875,-10.6875,30.0,19.375,90,hidden
27679,Atsugichō,35.4,53.1,a,a,-0.05322265625,-5.4375,27.375,22.0,0.8360036,0.1639964,0,1,a,Same,a,0,0,1,0.9702536,0.02974644,a,-0.1787109375,-11.6875,30.5,19.0,90,hidden
27680,Serra Preta,-12.2,-6.1,a,b,-0.0966796875,-3.34375,29.125,25.875,0.72806937,0.27193072,0,0,a,Same,a,0,0,0,0.97132754,0.028672451,a,-0.10400390625,-11.75,31.625,20.0,90,hidden
27681,Anazzou,30.6,45.9,a,a,-0.19140625,-4.6875,27.5,23.0,0.79635006,0.20364998,0,1,a,Same,a,0,0,1,0.97785777,0.022142211,a,-0.08251953125,-12.5625,33.5,21.0,90,hidden
27682,Mankera,31.4,47.1,a,a,-0.05322265625,-4.9375,27.5,22.625,0.8141602,0.18583974,0,1,a,Same,a,0,0,1,0.9723638,0.027636118,a,-0.05322265625,-11.8125,32.0,20.25,90,hidden
27683,Sambalpur,21.5,10.7,b,b,-3.3125,-0.06787109375,26.875,30.125,0.27193072,0.72806937,1,1,b,Same,b,0,1,1,0.046075486,0.95392454,b,-10.25,-0.22265625,21.375,31.375,90,hidden
27684,Mahuwa Singhrai,25.8,12.9,b,b,-0.6484375,-0.8984375,27.875,27.625,0.51893044,0.48106954,1,1,b,Same,b,0,1,1,0.05923661,0.94076335,b,-9.3125,-0.2041015625,22.25,31.375,90,hidden
27685,Uppsala,59.9,89.8,a,a,-0.007781982421875,-7.875,29.375,21.5,0.9157815,0.08421848,0,1,a,Same,a,0,0,1,0.9629444,0.037055623,a,-0.2041015625,-10.9375,29.25,18.5,90,hidden
27686,São Jorge d’Oeste,-25.7,-12.9,b,a,-1.5625,-0.3125,28.125,29.375,0.40641925,0.5935808,1,0,b,Same,b,0,1,0,0.0613831,0.93861693,b,-9.5625,-0.578125,21.125,30.125,90,hidden
27687,Medesano,44.8,22.4,b,b,-8.875,-0.007781982421875,20.5,29.375,0.063602105,0.93639785,1,1,b,Same,b,0,1,1,0.041330744,0.95866925,b,-10.5,-0.11083984375,19.25,29.625,90,hidden
27688,Rājāram,19.0,9.5,b,b,-4.40625,-0.038330078125,23.5,27.875,0.2098619,0.790138,1,1,b,Same,b,0,1,1,0.046075508,0.95392454,b,-10.125,-0.12451171875,21.25,31.25,90,hidden
27689,Antanandava,-17.5,-26.2,b,b,-0.671875,-0.921875,28.0,27.75,0.5189302,0.4810698,1,1,b,Same,b,0,1,1,0.05923661,0.94076335,b,-9.125,-0.0155029296875,22.875,32.0,90,hidden
27690,Jucuruçu,-16.9,-8.4,a,b,-0.58203125,-0.95703125,30.0,29.625,0.5283784,0.4716215,0,0,a,Same,a,0,0,0,0.9679874,0.032012552,a,-0.038330078125,-11.3125,32.0,20.75,90,hidden
27691,Andranambolava,-20.9,-10.4,b,a,-3.4375,-0.06787109375,25.5,28.875,0.26449648,0.7355035,1,0,b,Same,b,0,1,0,0.05716066,0.9428394,b,-9.3125,-0.05322265625,22.375,31.625,90,hidden
27692,Narón,43.6,65.3,a,a,-0.0155029296875,-6.75,29.0,22.25,0.88548756,0.114512436,0,1,a,Same,a,0,0,1,0.9629444,0.037055604,a,-0.283203125,-11.0625,29.625,18.875,90,hidden
27693,Ūttukkuli,11.2,16.8,b,a,-3.3125,-0.060546875,26.5,29.75,0.27193072,0.72806937,1,0,b,Same,b,0,1,0,0.046075508,0.95392454,b,-10.0,-0.0155029296875,21.875,31.875,90,hidden
27694,Yapqan,39.2,19.6,b,a,-2.6875,-0.431640625,24.0,26.25,0.33585566,0.66414434,1,0,b,Same,b,0,1,0,0.04443897,0.9555611,b,-10.3125,-0.2041015625,20.625,30.75,90,hidden
27695,Kinhālu,15.4,7.7,b,a,-3.078125,-0.0751953125,25.25,28.25,0.28718588,0.7128141,1,0,b,Same,b,0,1,0,0.055153128,0.9448469,b,-9.875,-0.4765625,20.875,30.25,90,hidden
27696,Amadeo,14.2,7.1,a,b,-0.25390625,-2.5,26.75,24.5,0.66414446,0.33585554,0,0,a,Same,a,0,0,0,0.97132754,0.028672451,a,-0.03076171875,-11.625,32.75,21.125,90,hidden
27697,Gidan Idèr,14.0,7.0,b,b,-3.8125,-0.060546875,23.25,27.0,0.24298865,0.75701135,1,1,b,Same,b,0,1,1,0.05515315,0.9448468,b,-9.6875,-0.3125,21.125,30.5,90,hidden
27698,Manombo Atsimo,-23.0,-34.4,a,a,-0.1982421875,-2.453125,28.75,26.5,0.66414434,0.33585566,0,1,a,Same,a,0,0,1,0.9733637,0.026636256,a,-0.0458984375,-11.9375,32.25,20.375,90,hidden
27699,Majayjay,14.1,21.2,a,b,-4.375,-7.625,27.375,24.125,0.72806937,0.27193072,0,0,a,Same,a,0,0,0,0.96427256,0.03572744,a,-0.345703125,-11.25,30.25,19.375,90,hidden
27700,Kidričevo,46.4,69.6,b,b,-6.75,-0.0155029296875,21.75,28.5,0.114512436,0.88548756,1,1,b,Same,b,0,1,1,0.049522117,0.9504779,b,-10.0,-0.22265625,19.625,29.375,90,hidden
27701,Seneffe,50.5,25.3,a,a,-0.03076171875,-7.53125,30.125,22.625,0.906593,0.09340698,0,1,a,Same,a,0,0,1,0.9691406,0.030859347,a,-0.08984375,-11.4375,30.75,19.375,90,hidden
27702,Dallgow-Döberitz,52.5,78.8,b,b,-8.9375,-0.171875,19.25,28.0,0.06589572,0.9341043,1,1,b,Same,b,0,1,1,0.049522094,0.9504779,b,-10.1875,-0.431640625,18.75,28.5,90,hidden
27703,Woodlesford,53.8,26.9,a,a,-0.023193359375,-6.53125,29.25,22.75,0.8775785,0.12242149,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.25390625,-11.375,30.625,19.5,90,hidden
27704,Nata,-20.2,-30.3,a,b,-0.53515625,-1.03125,29.5,29.0,0.53780645,0.46219355,0,0,a,Same,a,0,0,0,0.9691406,0.030859347,a,-0.08251953125,-11.4375,31.375,20.0,90,hidden
27705,Southwater,51.0,76.5,a,a,-0.03076171875,-7.28125,28.375,21.125,0.8999771,0.10002291,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.345703125,-11.5,30.625,19.5,90,hidden
27706,Busto Arsizio,45.6,22.8,a,a,-0.0155029296875,-6.25,28.625,22.375,0.86920404,0.130796,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.6328125,-11.75,29.25,18.125,90,hidden
27707,Green Bay,44.5,22.3,a,a,-0.023193359375,-6.03125,27.75,21.75,0.8603478,0.13965216,0,1,a,Same,a,0,0,1,0.96156883,0.03843118,a,-0.345703125,-11.0,28.875,18.25,90,hidden
27708,Gagnoa,6.1,3.1,a,a,-0.1982421875,-1.8203125,28.375,26.75,0.62067735,0.37932274,0,1,a,Same,a,0,0,1,0.957142,0.042857952,a,-0.1455078125,-10.375,29.375,19.125,90,hidden
27709,Santa Pola,38.2,57.3,a,a,-0.03076171875,-7.15625,28.625,21.5,0.89651525,0.1034848,0,1,a,Same,a,0,0,1,0.9629444,0.037055623,a,-0.22265625,-11.0,29.875,19.125,90,hidden
27710,Horodok,49.2,73.8,a,a,-0.03076171875,-5.53125,27.5,22.0,0.84113085,0.15886912,0,1,a,Same,a,0,0,1,0.9679874,0.03201254,a,-0.10400390625,-11.375,30.875,19.625,90,hidden
27711,Baduriātola,24.1,12.0,b,b,-4.6875,-0.060546875,23.75,28.375,0.19757573,0.80242425,1,1,b,Same,b,0,1,1,0.049522094,0.9504779,b,-10.0,-0.22265625,21.125,30.875,90,hidden
27712,Bāri,26.6,13.3,b,a,-5.375,-0.0155029296875,22.0,27.375,0.1639964,0.8360036,1,0,b,Same,b,0,1,0,0.049522117,0.9504779,b,-10.0625,-0.283203125,20.875,30.625,90,hidden
27713,Flémalle-Haute,50.6,75.9,b,b,-3.640625,-0.384765625,25.125,28.375,0.27193078,0.7280692,1,1,b,Same,b,0,1,1,0.041330744,0.95866925,b,-10.6875,-0.283203125,18.625,29.0,90,hidden
27714,Tosya,41.0,61.5,a,a,-0.060546875,-3.5625,27.25,23.75,0.74280643,0.25719357,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,-0.11083984375,-11.375,31.25,20.0,90,hidden
27715,Modena,44.6,67.0,a,a,-0.007781982421875,-8.0,29.875,21.875,0.9186573,0.0813427,0,1,a,Same,a,0,0,1,0.96156883,0.038431164,a,-0.3125,-10.9375,29.125,18.5,90,hidden
27716,Ganvié,6.5,3.2,b,a,-0.8515625,-0.6015625,28.5,28.75,0.4810698,0.5189302,1,0,b,Same,b,0,1,0,0.06826597,0.93173397,b,-9.125,-0.4765625,20.75,29.375,90,hidden
27717,Tuxpan,21.9,32.8,b,b,-0.55078125,-1.046875,27.75,27.25,0.53780645,0.46219355,1,1,b,Same,b,0,1,1,0.05515315,0.9448468,b,-9.75,-0.345703125,21.125,30.5,90,hidden
27718,Seymour,35.9,17.9,a,a,-0.10400390625,-2.734375,26.75,24.125,0.6890014,0.31099856,0,1,a,Same,a,0,0,1,0.9691406,0.030859347,a,-0.10400390625,-11.5,31.375,20.0,90,hidden
27719,Taquari,-29.8,-14.9,a,a,-0.40625,-2.28125,28.625,26.75,0.6383434,0.36165667,0,1,a,Same,a,0,0,1,0.9679874,0.032012567,a,-0.060546875,-11.3125,31.125,19.875,90,hidden
27720,Isnos,1.9,1.0,b,a,-2.59375,-0.08984375,28.0,30.5,0.31917277,0.6808272,1,0,b,Same,b,0,1,0,0.05321219,0.9467878,b,-10.625,-1.140625,20.375,29.875,90,hidden
27721,Dipalpur,30.7,15.3,a,a,-0.060546875,-4.8125,27.0,22.25,0.8083608,0.19163921,0,1,a,Same,a,0,0,1,0.9691406,0.03085936,a,-0.038330078125,-11.4375,31.75,20.375,90,hidden
27722,Gaoya,36.5,18.2,a,a,-0.400390625,-1.5234375,28.125,27.0,0.58441126,0.41558868,0,1,a,Same,a,0,0,1,0.9723638,0.027636133,a,-0.08984375,-11.8125,32.5,20.75,90,hidden
27723,Aklvidu,16.6,8.3,b,a,-2.828125,-0.08251953125,25.625,28.375,0.3029407,0.6970593,1,0,b,Same,b,0,1,0,0.04776929,0.95223075,b,-9.9375,-0.05322265625,22.625,32.5,90,hidden
27724,El Factor,19.3,29.0,a,b,-1.625,-0.248046875,28.25,29.625,0.39731458,0.6026854,0,0,a,Same,a,0,0,0,0.96427256,0.03572746,a,-0.08251953125,-10.9375,32.25,21.375,90,hidden
27725,Altınekin,38.3,19.2,b,b,-6.625,-0.007781982421875,21.75,28.375,0.1184098,0.88159025,1,1,b,Same,b,0,1,1,0.044438984,0.955561,b,-10.1875,-0.05322265625,21.625,31.75,90,hidden
27726,Huércal-Overa,37.4,56.1,a,a,-0.06787109375,-5.4375,27.875,22.5,0.83600354,0.16399644,0,1,a,Same,a,0,0,1,0.96014434,0.039855707,a,-0.578125,-11.0625,29.5,19.0,90,hidden
27727,Akdağmadeni,39.7,59.5,b,b,-9.0,-0.007781982421875,20.5,29.5,0.0613831,0.93861693,1,1,b,Same,b,0,1,1,0.037055623,0.9629444,b,-10.875,-0.1455078125,19.25,30.0,90,hidden
27728,Mālthone,24.3,12.2,b,b,-1.171875,-0.546875,27.125,27.75,0.45279253,0.5472075,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.875,-0.25390625,21.75,31.375,90,hidden
27729,Uto,32.7,16.3,a,b,-0.15234375,-3.28125,25.875,22.75,0.7205053,0.2794947,0,0,a,Same,a,0,0,0,0.9691406,0.03085936,a,-0.023193359375,-11.375,33.0,21.625,90,hidden
27730,Poção de Pedras,-4.8,-7.1,b,a,-0.69921875,-0.82421875,30.0,29.875,0.5094686,0.4905314,1,0,b,Same,b,0,1,0,0.055153128,0.9448469,b,-9.375,-0.023193359375,22.125,31.5,90,hidden
27731,Arlesheim,47.5,23.7,a,a,-0.023193359375,-6.65625,28.375,21.75,0.88159025,0.1184098,0,1,a,Same,a,0,0,1,0.95866925,0.041330744,a,-0.11083984375,-10.5,29.5,19.125,90,hidden
27732,Toqsu,41.5,20.8,Unknown,b,-inf,-inf,-inf,-inf,,,-1,-1,Unknown,Same,a,1,0,0,0.87345046,0.1265495,a,-0.9765625,-7.34375,35.25,28.875,90,hidden
27733,Loyola Heights,14.6,22.0,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,a,1,0,0,0.88548756,0.114512436,a,-0.1318359375,-6.875,29.125,22.375,90,hidden
27734,Fredonia,42.4,63.7,a,a,-0.2109375,-2.34375,27.625,25.5,0.65564346,0.34435657,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.007781982421875,-11.125,33.5,22.375,90,hidden
27735,Rurrenabaque,-14.4,-21.7,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,a,1,0,0,0.8775785,0.12242149,a,-0.03076171875,-6.53125,31.0,24.5,90,hidden
27736,Morales,15.5,7.7,a,b,-0.08251953125,-3.578125,26.75,23.25,0.74280643,0.25719357,0,0,a,Same,a,0,0,0,0.9679874,0.03201254,a,-0.06787109375,-11.3125,31.5,20.25,90,hidden
27737,Monte Plata,18.8,28.2,b,b,-4.28125,-0.03076171875,24.75,29.0,0.21621202,0.78378797,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.9375,-0.283203125,21.25,30.875,90,hidden
27738,Paletwa,21.3,32.0,a,a,-0.06787109375,-5.5625,27.0,21.5,0.84113085,0.15886912,0,1,a,Same,a,0,0,1,0.96427256,0.03572746,a,-0.03076171875,-10.875,31.25,20.375,90,hidden
27739,Cutral-Có,-38.9,-58.4,b,b,-6.625,-0.007781982421875,22.0,28.625,0.11840984,0.8815902,1,1,b,Same,b,0,1,1,0.055153128,0.9448469,b,-9.6875,-0.283203125,20.875,30.25,90,hidden
27740,Esquipulas Palo Gordo,14.9,7.5,b,b,-2.5,-0.1318359375,27.875,30.25,0.3274597,0.67254025,1,1,b,Same,b,0,1,1,0.053212162,0.9467878,b,-9.5625,-0.038330078125,21.75,31.25,90,hidden
27741,Nijkerk,52.2,26.1,b,b,-9.25,-0.007781982421875,22.25,31.5,0.057160605,0.9428394,1,1,b,Same,b,0,1,1,0.03444519,0.96555483,b,-11.0625,-0.08251953125,18.625,29.625,90,hidden
27742,Rāmgundam,18.8,9.4,b,a,-0.357421875,-1.359375,28.25,27.25,0.5751831,0.42481697,1,0,b,Same,b,0,1,0,0.063602105,0.93639785,b,-9.6875,-0.828125,20.75,29.625,90,hidden
27743,Ludwigshafen,49.5,24.7,a,a,-0.023193359375,-5.53125,28.0,22.5,0.84113085,0.15886919,0,1,a,Same,a,0,0,1,0.96427256,0.03572744,a,-0.25390625,-11.125,29.75,18.875,90,hidden
27744,Rinteln,52.2,78.3,b,b,-9.875,-0.007781982421875,21.75,31.625,0.047769308,0.95223075,1,1,b,Same,b,0,1,1,0.03843118,0.96156883,b,-10.8125,-0.1787109375,18.375,29.0,90,hidden
27745,Mocímboa,-11.3,-5.7,b,a,-1.6171875,-0.369140625,27.875,29.125,0.40641925,0.5935808,1,0,b,Same,b,0,1,0,0.0613831,0.93861693,b,-9.3125,-0.283203125,20.75,29.75,90,hidden
27746,Punnila,9.1,13.6,b,a,-3.453125,-0.0751953125,26.375,29.75,0.2644964,0.7355036,1,0,b,Same,b,0,1,0,0.051335778,0.94866425,b,-9.875,-0.25390625,21.25,30.875,90,hidden
27747,Hisor,38.5,57.8,b,b,-2.734375,-0.11083984375,27.0,29.625,0.31099856,0.6890014,1,1,b,Same,b,0,1,1,0.059236664,0.94076335,b,-9.25,-0.12451171875,22.5,31.625,90,hidden
27748,Trecastagni,37.6,18.8,b,b,-5.5,-0.0155029296875,23.375,28.875,0.15886912,0.84113085,1,1,b,Same,b,0,1,1,0.051335804,0.94866425,b,-10.625,-0.9765625,20.25,29.875,90,hidden
27749,Pithaura,26.3,13.1,a,a,-0.25390625,-1.875,27.625,26.0,0.62067735,0.37932274,0,1,a,Same,a,0,0,1,0.9629444,0.037055623,a,-0.08251953125,-10.8125,31.75,21.0,90,hidden
27750,Raghunāthpur,26.1,13.1,Unknown,b,-inf,-inf,-inf,-inf,,,-1,-1,Unknown,Same,a,1,0,0,0.6641446,0.33585545,a,-1.171875,-3.421875,39.75,37.5,90,hidden
27751,Itatinga,-23.1,-34.7,b,b,-3.078125,-0.0751953125,28.75,31.75,0.28718588,0.7128141,1,1,b,Same,b,0,1,1,0.05716066,0.9428394,b,-9.25,-0.023193359375,22.375,31.625,90,hidden
27752,Caernarfon,53.1,79.7,a,a,-0.023193359375,-8.75,30.25,21.5,0.9341043,0.06589567,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.3125,-11.4375,29.375,18.25,90,hidden
27753,Modugno,41.1,20.5,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,1,0.05716066,0.9428394,b,-9.3125,-0.08251953125,18.375,27.625,90,hidden
27754,Arenys de Munt,41.6,20.8,b,b,-8.0,-0.007781982421875,21.0,29.0,0.08134266,0.9186573,1,1,b,Same,b,0,1,1,0.041330744,0.95866925,b,-10.6875,-0.3125,18.625,29.0,90,hidden
27755,Urbino,43.7,65.6,b,b,-8.625,-0.007781982421875,21.125,29.75,0.06826591,0.9317341,1,1,b,Same,b,0,1,1,0.039855707,0.96014434,b,-10.625,-0.11083984375,18.75,29.25,90,hidden
27756,Tiruppanandāl,11.1,16.6,b,b,-3.203125,-0.0751953125,26.625,29.75,0.2794946,0.7205054,1,1,b,Same,b,0,1,1,0.05923661,0.94076335,b,-10.4375,-1.3125,20.5,29.625,90,hidden
27757,Karukurti,10.2,5.1,b,a,-2.390625,-0.138671875,27.75,30.0,0.33585566,0.66414434,1,0,b,Same,b,0,1,0,0.05716066,0.9428394,b,-9.5,-0.25390625,21.875,31.125,90,hidden
27758,Greenbelt,39.0,58.5,a,a,-0.038330078125,-6.65625,28.125,21.5,0.8815902,0.11840984,0,1,a,Same,a,0,0,1,0.96555483,0.034445178,a,-0.5234375,-11.5,29.75,18.75,90,hidden
27759,Amantea,39.1,58.7,a,a,-0.03076171875,-7.90625,28.75,20.875,0.9157815,0.08421848,0,1,a,Same,a,0,0,1,0.96555483,0.03444519,a,-0.283203125,-11.3125,29.5,18.5,90,hidden
27760,Palopo,-3.0,-1.5,a,b,-0.0966796875,-3.71875,28.625,25.0,0.74997604,0.25002396,0,0,a,Same,a,0,0,0,0.9702536,0.029746424,a,-0.06787109375,-11.5625,31.125,19.625,90,hidden
27761,Åhus,55.9,83.9,b,b,-8.375,-0.007781982421875,21.5,29.875,0.073245056,0.926755,1,1,b,Same,b,0,1,1,0.03985569,0.96014434,b,-10.75,-0.25390625,18.5,29.0,90,hidden
27762,Sherghāti,24.6,12.3,a,a,-0.06787109375,-5.1875,27.25,22.125,0.82535094,0.17464899,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,-0.08984375,-11.3125,31.25,20.0,90,hidden
27763,Quezon,17.3,26.0,a,a,-0.03076171875,-4.78125,28.125,23.375,0.8083607,0.19163929,0,1,a,Same,a,0,0,1,0.9629444,0.037055623,a,-0.060546875,-10.8125,31.0,20.25,90,hidden
27764,Haslingden,53.7,26.9,b,b,-8.5,-0.007781982421875,22.125,30.625,0.07071501,0.92928493,1,1,b,Same,b,0,1,1,0.03444519,0.96555483,b,-11.1875,-0.2041015625,18.625,29.625,90,hidden
27765,Palo,11.2,16.7,b,b,-4.03125,-0.03076171875,23.75,27.75,0.2293259,0.7706741,1,1,b,Same,b,0,1,1,0.05321219,0.9467878,b,-9.75,-0.22265625,21.625,31.125,90,hidden
27766,Pingtang,26.1,13.0,b,b,-1.1484375,-0.400390625,29.875,30.625,0.4434251,0.55657494,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.9375,-0.283203125,21.25,30.875,90,hidden
27767,Vico Equense,40.7,20.3,b,b,-9.125,-0.007781982421875,20.875,30.0,0.059236635,0.94076335,1,1,b,Same,b,0,1,1,0.038431164,0.96156883,b,-11.375,-0.7578125,17.875,28.5,90,hidden
27768,Naini Tal,29.4,44.1,b,b,-8.75,-0.007781982421875,20.625,29.375,0.0658957,0.9341043,1,1,b,Same,b,0,1,1,0.03985569,0.96014434,b,-10.875,-0.345703125,18.5,29.0,90,hidden
27769,Bir Ali Ben Khalifa,34.7,52.1,b,b,-8.125,-0.0155029296875,20.875,29.0,0.07855663,0.9214433,1,1,b,Same,b,0,1,1,0.041330766,0.95866925,b,-10.4375,-0.08984375,20.0,30.375,90,hidden
27770,Namayingo,0.3,0.2,b,b,-5.03125,-0.023193359375,23.875,28.875,0.1801766,0.8198234,1,1,b,Same,b,0,1,1,0.051335804,0.94866425,b,-9.875,-0.25390625,21.0,30.625,90,hidden
27771,Alkmaar,52.6,78.9,b,b,-9.25,-0.007781982421875,21.0,30.25,0.057160635,0.9428394,1,1,b,Same,b,0,1,1,0.03985569,0.96014434,b,-10.625,-0.12451171875,18.625,29.125,90,hidden
27772,Ulaan-Uul,44.3,22.2,b,b,-6.0,-0.0155029296875,22.375,28.375,0.13965216,0.8603478,1,1,b,Same,b,0,1,1,0.04776929,0.95223075,b,-10.0,-0.12451171875,20.375,30.25,90,hidden
27773,Parachinar,33.9,16.9,a,b,-0.2890625,-2.15625,27.0,25.125,0.63834345,0.3616565,0,0,a,Same,a,0,0,0,0.96156883,0.03843118,a,-0.25390625,-10.875,31.375,20.75,90,hidden
27774,Sawādah,28.1,14.0,a,a,-0.12451171875,-3.25,27.125,24.0,0.7205053,0.2794947,0,1,a,Same,a,0,0,1,0.9733637,0.026636256,a,-0.06787109375,-11.9375,32.25,20.375,90,hidden
27775,Pittsfield,42.5,63.7,b,b,-8.75,-0.007781982421875,21.0,29.75,0.06589567,0.9341043,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-10.0,-0.345703125,18.75,28.375,90,hidden
27776,Nytva,58.0,86.9,a,a,-0.023193359375,-8.125,29.0,20.875,0.9214433,0.07855663,0,1,a,Same,a,0,0,1,0.9702536,0.02974644,a,-0.3125,-11.8125,30.375,18.875,90,hidden
27777,Kautālam,15.8,7.9,b,b,-0.40625,-1.65625,27.125,25.875,0.5935808,0.40641925,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.6875,-0.08984375,21.875,31.5,90,hidden
27778,Mesolóngi,38.4,19.2,b,a,-5.75,-0.0155029296875,21.625,27.375,0.14900525,0.85099477,1,0,b,Same,b,0,1,0,0.049522117,0.9504779,b,-10.0625,-0.3125,20.25,30.0,90,hidden
27779,Staraya Russa,58.0,87.0,a,a,-0.0155029296875,-7.625,28.5,20.875,0.90975165,0.09024835,0,1,a,Same,a,0,0,1,0.9679874,0.032012567,a,-0.1787109375,-11.4375,29.875,18.625,90,hidden
27780,Alabel,6.1,9.2,b,b,-0.72265625,-0.72265625,27.375,27.375,0.5,0.5,1,1,b,Same,b,0,1,1,0.05321219,0.9467878,b,-9.625,-0.12451171875,21.5,31.0,90,hidden
27781,Luckau,51.8,25.9,b,b,-8.5,-0.007781982421875,21.5,30.0,0.07071501,0.92928493,1,1,b,Same,b,0,1,1,0.041330744,0.95866925,b,-10.625,-0.25390625,19.25,29.625,90,hidden
27782,Inverness,46.2,69.3,b,a,-6.625,-0.007781982421875,21.75,28.375,0.1184098,0.88159025,1,0,b,Same,b,0,1,0,0.051335804,0.94866425,b,-10.0,-0.390625,19.125,28.75,90,hidden
27783,Mengjiacun,40.0,60.0,b,b,-7.625,-0.007781982421875,20.5,28.125,0.090248376,0.90975165,1,1,b,Same,b,0,1,1,0.055153128,0.9448469,b,-10.0,-0.6328125,19.625,29.0,90,hidden
27784,Kloten,47.4,23.7,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,1,0.0613831,0.93861693,b,-9.125,-0.1455078125,18.125,27.125,90,hidden
27785,Honggu,36.3,54.4,b,b,-5.78125,-0.03076171875,22.125,27.875,0.14900525,0.85099477,1,1,b,Same,b,0,1,1,0.049522143,0.9504779,b,-10.125,-0.390625,20.75,30.5,90,hidden
27786,Florange,49.3,74.0,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,1,0.07855663,0.9214433,b,-8.375,-0.25390625,19.625,27.75,90,hidden
27787,Richards Bay,-28.8,-43.2,a,a,-0.0458984375,-6.15625,28.25,22.125,0.8648371,0.13516289,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.1787109375,-11.3125,30.0,18.875,90,hidden
27788,Borsbeek,51.2,25.6,a,a,-0.023193359375,-6.78125,29.625,22.875,0.88548756,0.114512436,0,1,a,Same,a,0,0,1,0.9667926,0.03320736,a,-0.12451171875,-11.25,30.75,19.625,90,hidden
27789,Ust’-Nera,64.6,32.3,a,a,-0.023193359375,-4.90625,27.625,22.75,0.8141602,0.18583974,0,1,a,Same,a,0,0,1,0.9702536,0.029746411,a,-0.10400390625,-11.625,30.25,18.75,90,hidden
27790,Nairn,57.6,86.4,b,b,-7.75,-0.007781982421875,21.375,29.125,0.08718623,0.9128138,1,1,b,Same,b,0,1,1,0.049522143,0.9504779,b,-10.375,-0.6328125,19.0,28.75,90,hidden
27791,Dacun,34.7,52.1,b,b,-6.28125,-0.023193359375,22.25,28.5,0.13079588,0.8692041,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.6875,-0.08251953125,21.25,30.875,90,hidden
27792,West Nipissing / Nipissing Ouest,46.4,69.6,b,b,-8.25,-0.007781982421875,21.75,30.0,0.07585818,0.9241418,1,1,b,Same,b,0,1,1,0.042857934,0.957142,b,-10.3125,-0.0458984375,18.75,29.0,90,hidden
27793,Fish Hawk,27.9,41.8,b,a,-5.28125,-0.023193359375,23.125,28.375,0.16925605,0.83074397,1,0,b,Same,b,0,1,0,0.04776929,0.95223075,b,-9.9375,-0.05322265625,21.625,31.5,90,hidden
